Accepted_SPNAME,BloomColors
Ferocactus wislizeni,Orange
Ferocactus wislizeni,Yellow
Ferocactus wislizeni,Red
Festuca californica,Yellow
Festuca idahoensis,Yellow
Festuca rubra,Yellow
Festuca subverticillata,White
Festuca subverticillata,Green
Festuca subverticillata,Yellow
Festuca subverticillata,Brown
Festuca vivipara,
Ficus americana,
Ficus aurea,Yellow
Ficus aurea,Red
Filipendula rubra,Pink
Filipendula rubra,Purple
Fimbristylis autumnalis,Brown
Fimbristylis dichotoma,Green
Fimbristylis dichotoma,Brown
Fleischmannia incarnata,White
Fleischmannia incarnata,Pink
Fleischmannia incarnata,Purple
Forestiera acuminata,Yellow
Forestiera acuminata,Green
Forestiera ligustrina,Yellow
Forestiera ligustrina,Green
Forestiera segregata,Yellow
Fothergilla gardenii,White
Fothergilla latifolia,White
Fothergilla major,
Fouquieria splendens,Orange
Fouquieria splendens,Red
Fragaria × ananassa,
Fragaria canadensis,
Fragaria chiloensis,White
Fragaria grandiflora,
Fragaria ovalis,
Fragaria vesca,White
Fragaria virginiana,White
Frangula californica,White
Frangula californica,Yellow
Frangula californica,Green
Frangula caroliniana,White
Frangula caroliniana,Yellow
Frangula caroliniana,Green
Frangula purshiana,White
Frangula rubra,White
Frangula rubra,Yellow
Frangula rubra,Green
Franklinia alatamaha,White
Frasera caroliniensis,White
Frasera caroliniensis,Yellow
Frasera caroliniensis,Green
Frasera caroliniensis,Purple
Frasera parryi,White
Frasera parryi,Green
Frasera parryi,Purple
Frasera speciosa,White
Frasera speciosa,Green
Frasera speciosa,Purple
Fraxinus americana,Yellow
Fraxinus americana,Purple
Fraxinus anomala,Yellow
Fraxinus caroliniana,Green
Fraxinus cuspidata,White
Fraxinus latifolia,White
Fraxinus latifolia,Yellow
Fraxinus latifolia,Green
Fraxinus latifolia,Brown
Fraxinus nigra,White
Fraxinus nigra,Purple
Fraxinus pennsylvanica,Green
Fraxinus pennsylvanica,Brown
Fraxinus pennsylvanica,Purple
Fraxinus profunda,White
Fraxinus profunda,Green
Fraxinus profunda,Brown
Fraxinus profunda,Purple
Fraxinus quadrangulata,Green
Fraxinus quadrangulata,Brown
Fraxinus quadrangulata,Purple
Fraxinus texensis,
Fraxinus velutina,Yellow
Fremontodendron californicum,Yellow
Fremontodendron californicum,Red
Fremontodendron mexicanum,Orange
Fremontodendron mexicanum,Yellow
Fritillaria affinis,Yellow
Fritillaria affinis,Green
Fritillaria affinis,Brown
Fritillaria affinis,Purple
Fritillaria agrestis,White
Fritillaria agrestis,Yellow
Fritillaria agrestis,Green
Fritillaria agrestis,Purple
Fritillaria atropurpurea,White
Fritillaria atropurpurea,Yellow
Fritillaria atropurpurea,Brown
Fritillaria atropurpurea,Purple
Fritillaria biflora,Yellow
Fritillaria biflora,Green
Fritillaria biflora,Brown
Fritillaria biflora,Purple
Fritillaria camschatcensis,Yellow
Fritillaria camschatcensis,Green
Fritillaria camschatcensis,Brown
Fritillaria camschatcensis,Purple
Fritillaria pluriflora,Pink
Fritillaria pluriflora,Purple
Fritillaria pudica,Yellow
Fritillaria purdyi,White
Fritillaria purdyi,Pink
Fritillaria purdyi,Green
Fritillaria purdyi,Purple
Fritillaria recurva,Yellow
Fritillaria recurva,Purple
Fritillaria recurva,Red
Froelichia gracilis,White
Furcraea selloa,White
Furcraea selloa,Green
Gaillardia aestivalis,White
Gaillardia aestivalis,Pink
Gaillardia aestivalis,Yellow
Gaillardia aestivalis,Purple
Gaillardia amblyodon,Yellow
Gaillardia amblyodon,Purple
Gaillardia amblyodon,Red
Gaillardia aristata,Yellow
Gaillardia aristata,orange
Gaillardia aristata,Purple
Gaillardia aristata,Red
Gaillardia arizonica,Orange
Gaillardia arizonica,Yellow
Gaillardia pinnatifida,Yellow
Gaillardia pinnatifida,Purple
Gaillardia pinnatifida,Red
Gaillardia pulchella,Yellow
Gaillardia pulchella,yellow
Gaillardia pulchella,Brown
Gaillardia pulchella,Red
Galactia regularis,Pink
Galactia regularis,Red
Galax aphylla,
Galax urceolata,White
Galearis rotundifolia,White
Galearis rotundifolia,Pink
Galearis spectabilis,White
Galearis spectabilis,Pink
Galearis spectabilis,Purple
Galium aparine,White
Galium aparine,Yellow
Galium aparine,Green
Galium asprellum,White
Galium boreale,White
Galium circaezans,Green
Galium pilosum,Purple
Galium tinctorium,White
Galium trifidum,White
Galium triflorum,White
Galvezia speciosa,
Gambelia speciosa,Red
Gamochaeta purpurea,White
Gamochaeta purpurea,Yellow
Gamochaeta purpurea,Purple
Garberia heterophylla,Pink
Garberia heterophylla,Purple
Garrya elliptica,White
Gaultheria hispidula,White
Gaultheria humifusa,White
Gaultheria humifusa,Pink
Gaultheria humifusa,Red
Gaultheria ovatifolia,White
Gaultheria ovatifolia,Pink
Gaultheria procumbens,White
Gaultheria procumbens,Pink
Gaultheria shallon,White
Gaultheria shallon,Pink
Gaura biennis,
Gaura lindheimeri,
Gaura longiflora,
Gaylussacia baccata,Orange
Gaylussacia baccata,Pink
Gaylussacia baccata,White
Gaylussacia baccata,Red
Gaylussacia brachycera,White
Gaylussacia brachycera,Pink
Gaylussacia dumosa,White
Gaylussacia dumosa,Pink
Gaylussacia dumosa,Red
Gaylussacia frondosa,White
Gaylussacia frondosa,Green
Gaylussacia ursina,White
Gaylussacia ursina,Green
Gelsemium rankinii,Yellow
Gelsemium sempervirens,Yellow
Gentiana affinis,White
Gentiana affinis,Blue
Gentiana alba,White
Gentiana alba,Cream–white
Gentiana algida,White
Gentiana algida,Purple
Gentiana andrewsii,White
Gentiana andrewsii,Blue
Gentiana andrewsii,violet
Gentiana andrewsii,Purple
Gentiana autumnalis,White
Gentiana autumnalis,Green
Gentiana autumnalis,Blue
Gentiana autumnalis,Purple
Gentiana calycosa,White
Gentiana calycosa,Blue
Gentiana calycosa,Purple
Gentiana clausa,Blue
Gentiana clausa,violet
Gentiana flavida,
Gentiana linearis,White
Gentiana linearis,Blue
Gentiana linearis,Violet
Gentiana parryi,White
Gentiana parryi,Blue
Gentiana puberulenta,Blue
Gentiana puberulenta,Purple
Gentiana rubricaulis,White
Gentiana rubricaulis,Blue
Gentiana rubricaulis,Violet
Gentiana saponaria,White
Gentiana saponaria,Blue
Gentiana saponaria,Violet
Gentiana saponaria,Purple
Gentiana sceptrum,Blue
Gentiana villosa,White
Gentiana villosa,Green
Gentiana villosa,Purple
Gentianella amarella,White
Gentianella amarella,Yellow
Gentianella amarella,Blue
Gentianella amarella,Purple
Gentianella quinquefolia,Blue
Gentianella quinquefolia,Purple
Gentianopsis crinita,Blue
Geocaulon lividum,Green
Geocaulon lividum,Purple
Geranium caespitosum,Purple
Geranium caespitosum,Red
Geranium carolinianum,White
Geranium carolinianum,Pink
Geranium maculatum,White
Geranium maculatum,Pink
Geranium maculatum,rose
Geranium maculatum,Purple
Geranium oreganum,Purple
Geranium richardsonii,White
Geranium richardsonii,Pink
Geranium richardsonii,Purple
Geum aleppicum,Yellow
Geum canadense,White
Geum ciliatum,
Geum laciniatum,White
Geum macrophyllum,Yellow
Geum peckii,Yellow
Geum radiatum,Orange
Geum radiatum,Yellow
Geum rivale,Yellow
Geum rivale,Purple–red
Geum rivale,Purple
Geum rossii,Yellow
Geum triflorum,White
Geum triflorum,Purple
Geum triflorum,Pink
Geum triflorum,Yellow
Geum triflorum,Red
Geum vernum,Yellow
Geum virginianum,White
Gilia achilleifolia,White
Gilia achilleifolia,Blue
Gilia achilleifolia,Purple
Gilia capitata,White
Gilia capitata,Blue
Gilia capitata,Violet
Gilia tricolor,Violet
Gilia tricolor,Yellow
Gilia tricolor,Blue
Gilia tricolor,Purple
Gillenia stipulata,White
Gillenia stipulata,Pink
Gillenia trifoliata,White
Gillenia trifoliata,Pink
Glandularia canadensis,Pink
Gleditsia aquatica,White
Gleditsia aquatica,Green
Gleditsia triacanthos,Yellow
Gleditsia triacanthos,Green–yellow
Glyceria canadensis,Green
Glyceria canadensis,Brown
Glyceria grandis,Purple
Glyceria obtusa,White
Glyceria obtusa,Green
Glyceria obtusa,Brown
Glyceria striata,Green
Glycyrrhiza lepidota,White
Gnaphalium alpinum,
Gnaphalium supinum,
Gomphocarpus fruticosus,
Gomphrena haageana,Pink
Gomphrena haageana,Purple
Gomphrena haageana,Red
Gonolobus suberosus,
Goodyera oblongifolia,White
Goodyera oblongifolia,Green
Goodyera pubescens,White
Goodyera repens,White
Goodyera tesselata,White
Gordonia alatamaha,
Gordonia lasianthus,White
Gordonia pubescens,
Gormania watsonii,
Gossypium herbaceum,
Gossypium hirsutum,White
Gossypium hirsutum,Yellow
Gossypium hirsutum,Red
Gratiola lutea,White
Gratiola lutea,Yellow
Gratiola virginiana,White
Gratiola virginiana,Yellow
Gratiola virginiana,Green
Gratiola virginiana,Purple
Grindelia ciliata,Yellow
Grindelia hirsutula,Yellow
Grindelia integrifolia,Yellow
Grindelia lanceolata,Yellow
Grindelia squarrosa,Yellow
Grusonia clavata,Yellow
Grusonia emoryi,Yellow
Grusonia schottii,Yellow
Guaiacum officinale,
Guilandina bonduc,
Gutierrezia sarothrae,Yellow
Gymnocarpium dryopteris,Not Applicable
Gymnocladus dioicus,White
Gymnocladus dioicus,Green
Gymnocladus dioicus,Brown
Gymnopogon ambiguus,Green
Gymnopogon ambiguus,Brown
Habenaria bracteata,
Habranthus tubispathus,Yellow
Hackelia virginiana,White
Hackelia virginiana,Blue
Halesia carolina,White
Halesia diptera,White
Halesia monticola,
Halesia parviflora,
Halesia tetraptera,White
Hamamelis ovalis,Orange
Hamamelis ovalis,Pink
Hamamelis ovalis,Yellow
Hamamelis ovalis,Red
Hamamelis vernalis,Orange
Hamamelis vernalis,Yellow
Hamamelis vernalis,Red
Hamamelis virginiana,Orange
Hamamelis virginiana,Yellow
Hamamelis virginiana,Green
Hamamelis virginiana,Brown
Hamelia patens,Red
Harrimanella hypnoides,White
Hasteola suaveolens,White
Hasteola suaveolens,Pink
Hedeoma pulegioides,Blue
Hedeoma pulegioides,Purple
Hedyotis longifolia,
Hedyotis nigricans,
Hedyotis purpurea,
Hedysarum alpinum,Pink
Hedysarum alpinum,Purple
Hedysarum boreale,Pink
Hedysarum boreale,Purple
Hedysarum boreale,Red
Hedysarum caucasicum,
Hedysarum hedysaroides,
Hedysarum mackenziei,
Helanthium tenellum,White
Helenium amarum,Yellow
Helenium autumnale,Yellow
Helenium autumnale,brown
Helenium bigelovii,Yellow
Helenium bolanderi,Yellow
Helenium bolanderi,Brown
Helenium bolanderi,Purple
Helenium flexuosum,Yellow
Helenium flexuosum,Brown
Helenium flexuosum,Purple
Helenium puberulum,Yellow
Helenium puberulum,Brown
Helenium puberulum,Purple
Helenium vernale,Yellow
Helenium vernale,Brown
Helianthella quinquenervis,Yellow
Helianthella uniflora,Yellow
Helianthus × doronicoides,
Helianthus × laetiflorus,
Helianthus × multiflorus,
Helianthus angustifolius,Yellow
Helianthus annuus,Yellow
Helianthus annuus,Brown
Helianthus annuus,Red
Helianthus argophyllus,Yellow
Helianthus atrorubens,Yellow
Helianthus atrorubens,Yellow–brown
Helianthus californicus,Yellow
Helianthus debilis,Yellow
Helianthus decapetalus,Yellow
Helianthus divaricatus,Yellow
Helianthus dowellianus,
Helianthus giganteus,Yellow
Helianthus grosseserratus,Yellow
Helianthus hirsutus,Yellow
Helianthus hirsutus,Brown
Helianthus laetiflorus,Yellow
Helianthus laetiflorus,Red
Helianthus maximiliani,Yellow
Helianthus maximiliani,Brown
Helianthus microcephalus,Yellow
Helianthus mollis,Yellow
Helianthus mollis,Brown
Helianthus occidentalis,Yellow
Helianthus pauciflorus,Yellow
Helianthus pauciflorus,Red
Helianthus petiolaris,Yellow
Helianthus petiolaris,Red
Helianthus pumilus,Yellow
Helianthus salicifolius,Yellow
Helianthus salicifolius,Red
Helianthus schweinitzii,Yellow
Helianthus simulans,Yellow
Helianthus simulans,Red
Helianthus strumosus,Yellow
Helianthus tuberosus,Yellow
Heliomeris multiflora,Yellow
Heliopsis helianthoides,Yellow
Heliopsis scabra,
Helonias bullata,Pink
Helonias bullata,Green
Helonias bullata,Purple
Hepatica acutiloba,White
Hepatica acutiloba,Pink
Hepatica acutiloba,Blue
Hepatica acutiloba,Purple
Hepatica americana,White
Hepatica americana,Pink
Hepatica americana,Blue
Hepatica americana,Purple
Hepatica nobilis,White
Hepatica nobilis,Pink
Hepatica nobilis,Blue
Hepatica nobilis,lavender
Heracleum lanatum,
Heracleum maximum,White
Herissantia crispa,White
Herissantia crispa,Yellow
Herissantia crispa,Orange
Hesperaloe funifera,White
Hesperaloe funifera,Yellow
Hesperaloe parviflora,Yellow
Hesperaloe parviflora,Red
Hesperocallis undulata,White
Hesperochiron californicus,White
Hesperochiron californicus,Yellow
Hesperochiron californicus,Purple
Hesperocyparis arizonica,Not Applicable
Hesperocyparis glabra,Brown
Hesperocyparis goveniana,Brown
Hesperocyparis macrocarpa,Brown
Hesperostipa spartea,
Hesperoyucca whipplei,White
Hesperoyucca whipplei,Yellow
Heteranthera reniformis,White
Heteromeles arbutifolia,White
Heterotheca fulcrata,Yellow
Heterotheca graminifolia,
Heterotheca subaxillaris,Yellow
Heterotheca villosa,Yellow
Heuchera alba,White
Heuchera alba,Green
Heuchera americana,Green
Heuchera americana,Yellow–green
Heuchera americana,Purple
Heuchera americana,Brown
Heuchera americana,Red
Heuchera bracteata,White
Heuchera bracteata,Yellow
Heuchera bracteata,Green
Heuchera cylindrica,White
Heuchera hallii,White
Heuchera hallii,Pink
Heuchera hallii,Yellow
Heuchera hallii,Green
Heuchera longiflora,White
Heuchera longiflora,Pink
Heuchera longiflora,Purple
Heuchera macrorhiza,
Heuchera maxima,White
Heuchera maxima,Pink
Heuchera micrantha,White
Heuchera micrantha,Red
Heuchera parviflora,White
Heuchera parviflora,Pink
Heuchera pilosissima,White
Heuchera pilosissima,Pink
Heuchera pubescens,White
Heuchera pubescens,Pink
Heuchera pubescens,Yellow
Heuchera richardsonii,White
Heuchera richardsonii,Pink
Heuchera richardsonii,Green
Heuchera richardsonii,Purple
Heuchera sanguinea,Pink
Heuchera sanguinea,Red
Heuchera villosa,White
Heuchera villosa,Pink
Hexastylis arifolia,
Hexastylis contracta,
Hexastylis shuttleworthii,
Hexastylis virginica,
Hibiscus aculeatus,White
Hibiscus aculeatus,Red
Hibiscus coccineus,Red
Hibiscus coulteri,Yellow
Hibiscus coulteri,Purple
Hibiscus dasycalyx,White
Hibiscus dasycalyx,Red
Hibiscus grandiflorus,White
Hibiscus grandiflorus,Pink
Hibiscus grandiflorus,Red
Hibiscus incanus,
Hibiscus laevis,White
Hibiscus laevis,Pink
Hibiscus laevis,white
Hibiscus laevis,red
Hibiscus laevis,Red
Hibiscus lasiocarpos,White
Hibiscus lasiocarpos,Pink
Hibiscus lasiocarpos,white
Hibiscus lasiocarpos,red
Hibiscus lasiocarpos,Red
Hibiscus militaris,
Hibiscus moscheutos,White
Hibiscus moscheutos,Pink
Hibiscus moscheutos,white
Hibiscus moscheutos,red
Hibiscus moscheutos,Red
Hibiscus oculiroseus,
Hibiscus poeppigii,Red
Hicoria ovata,
Hieracium gronovii,Yellow
Hieracium kalmii,Yellow
Hieracium paniculatum,Yellow
Hieracium scabrum,Yellow
Hieracium venosum,
Hierochloe odorata,Yellow
Hippomane mancinella,Yellow
Hippomane mancinella,Green
Hippuris vulgaris,Green
Holodiscus discolor,White
Holodiscus discolor,Pink
Homalocephala texensis,Violet
Homalocephala texensis,Pink
Homalocephala texensis,Red
Homalosorus pycnocarpos,Not Applicable
Honckenya peploides,White
Honckenya peploides,Green
Hordeum jubatum,White
Hordeum jubatum,Green
Hordeum jubatum,Purple
Horkelia californica,White
Horkelia californica,Pink
Horkelia fusca,White
Horkelia fusca,Pink
Hosackia pinnata,
Houstonia caerulea,Yellow
Houstonia caerulea,Blue
Houstonia canadensis,White
Houstonia canadensis,Pink
Houstonia canadensis,Violet
Houstonia longifolia,White
Houstonia longifolia,Pink
Houstonia longifolia,Purple
Houstonia purpurea,White
Houstonia purpurea,Blue
Houstonia purpurea,Purple
Houstonia serpyllifolia,Violet
Houstonia serpyllifolia,Yellow
Houstonia serpyllifolia,Blue
Hudsonia ericoides,Yellow
Hudsonia montana,Yellow
Hudsonia tomentosa,Yellow
Hulsea nana,Yellow
Humulus americanus,White
Humulus americanus,Yellow
Huperzia lucidula,Not Applicable
Huperzia selago,Not Applicable
Hura crepitans,
Hybanthus concolor,Green
Hybanthus concolor,Brown
Hydrangea arborescens,White
Hydrangea arborescens,Green
Hydrangea barbara,White
Hydrangea barbara,Blue
Hydrangea cinerea,White
Hydrangea quercifolia,White
Hydrangea quercifolia,Green
Hydrangea quercifolia,Purple
Hydrangea quercifolia,Red
Hydrangea radiata,White
Hydrastis canadensis,White
Hydrocharis spongia,White
Hydrocharis spongia,Yellow
Hydrocotyle americana,White
Hydrocotyle bonariensis,White
Hydrocotyle ranunculoides,White
Hydrocotyle ranunculoides,Green
Hydrocotyle ranunculoides,Purple
Hydrocotyle umbellata,White
Hydrocotyle verticillata,White
Hydrocotyle verticillata,Green
Hydrolea corymbosa,Violet
Hydrolea corymbosa,Blue
Hydrolea ovata,Blue
Hydrolea spinosa,Blue
Hydrophyllum appendiculatum,White
Hydrophyllum appendiculatum,Purple
Hydrophyllum canadense,White
Hydrophyllum canadense,Pink
Hydrophyllum capitatum,White
Hydrophyllum capitatum,Purple
Hydrophyllum macrophyllum,White
Hydrophyllum macrophyllum,Pink
Hydrophyllum occidentale,White
Hydrophyllum occidentale,Purple
Hydrophyllum virginianum,White
Hydrophyllum virginianum,Purple
Hylodesmum glutinosum,Pink
Hylodesmum glutinosum,Purple
Hylodesmum nudiflorum,Pink
Hylotelephium telephioides,White
Hylotelephium telephioides,Pink
Hymenocallis caroliniana,
Hymenocallis coronaria,White
Hymenocallis latifolia,White
Hymenocallis liriosme,White
Hymenocallis occidentalis,White
Hymenocallis rotata,White
Hymenopappus filifolius,White
Hymenopappus filifolius,Yellow
Hymenopappus mexicanus,Yellow
Hymenopappus scabiosaeus,White
Hymenoxys grandiflora,Yellow
Hymenoxys hoopesii,Yellow
Hymenoxys odorata,Yellow
Hymenoxys scaposa,
Hypericum × moserianum,
Hypericum adpressum,Yellow
Hypericum apocynifolium,
Hypericum ascyron,Yellow
Hypericum boreale,Yellow
Hypericum buckleyi,
Hypericum canadense,Orange
Hypericum canadense,Yellow
Hypericum densiflorum,Yellow
Hypericum denticulatum,Orange
Hypericum denticulatum,Yellow
Hypericum dolabriforme,Orange
Hypericum dolabriforme,Yellow
Hypericum ellipticum,Yellow
Hypericum fasciculatum,Yellow
Hypericum frondosum,Yellow
Hypericum galioides,Yellow
Hypericum gentianoides,Yellow
Hypericum graveolens,Yellow
Hypericum hypericoides,Yellow
Hypericum kalmianum,Yellow
Hypericum lobocarpum,Yellow
Hypericum majus,Yellow
Hypericum mutilum,Yellow
Hypericum myrtifolium,Yellow
Hypericum nudiflorum,Yellow
Hypericum prolificum,Yellow
Hypericum punctatum,Yellow
Hypericum pyramidatum,
Hypericum setosum,Yellow
Hypericum sphaerocarpum,Yellow
Hypericum virgatum,Orange
Hypericum virgatum,Yellow
Hypericum virginicum,Pink
Hypoxis hirsuta,Yellow
Hyptis alata,White
Hyptis alata,Purple
Hystrix patula,
Ilex ambigua,White
Ilex amelanchier,White
Ilex amelanchier,Yellow
Ilex cassine,White
Ilex cassine,Yellow
Ilex collina,Yellow
Ilex collina,Green
Ilex coriacea,White
Ilex decidua,White
Ilex glabra,White
Ilex laevigata,White
Ilex montana,White
Ilex montana,Green
Ilex monticola,
Ilex mucronata,White
Ilex mucronata,Yellow
Ilex mucronata,Green
Ilex mucronata,Brown
Ilex myrtifolia,White
Ilex opaca,White
Ilex opaca,Green
Ilex verticillata,White
Ilex verticillata,Yellow
Ilex verticillata,Green
Ilex verticillata,Brown
Ilex vomitoria,White
Iliamna remota,
Iliamna rivularis,White
Iliamna rivularis,Pink
Iliamna rivularis,pink
Iliamna rivularis,Purple
Illicium floridanum,White
Illicium floridanum,Pink
Illicium floridanum,Purple
Illicium floridanum,Red
Illicium parviflorum,Green
Impatiens capensis,Orange
Impatiens capensis,Yellow
Impatiens capensis,Green
Impatiens capensis,Brown
Impatiens noli-tangere,Yellow
Impatiens pallida,White
